,레시피명,재료,방법,열량,탄수화물,단백질,지방,나트륨
160,산마드래싱과 실곤약 샐러드,"그린비타민 8g, 치커리 8g, 배 15g, 포도주스 10g, 훈제오리가슴살 30g, 실곤약 20g [산마드래싱] 산마 10g, 우유 10g, 레몬주스 3g, 오렌지주스 3g, 호두 3g, 소금 적당량","['비타민과 치커리는 한입 크기로 적당히 뜯어 찬물에 담궈 두었다가 먹기 전에 물기를 제거한다.', '믹서에 산마와 우유, 레몬주스, 오렌지주스, 호두, 소금을 넣고 곱게 갈아 드래싱을 만든다.', '배는 껍질을 제거하고 4등분 한 뒤 씨를 제거하고 4~5mm 정도의 두께로 슬라이스한다.', '팬에 포도주스를 붓고 슬라이스한 배를 넣어 배가 포도색이 되도록 졸인다.', '훈제오리가슴살을 얇게 슬라이스 한다.', '접시에 5와 4, 실곤약, 야채들을 보기 좋게 담고 드래싱을 끼얹는다.']",97.0,7.2,7.0,4.9,36
161,잡곡강정,"검은콩튀밥 10g, 쌀튀밥 10g, 메닐튀밥 10g, 물엿 6g, 설탕 6g, 물 3g","['검은콩, 쌀, 메밀의 튀밥을 준비한다.', '물엿에 설탕, 물을 넣고 약한불에서 투명하게 녹인다.', '오목한 팬에 2를 넣는다.', '3의 팬에 1을 넣고 시럽에서 실이 생길 때 까지 불 위에서 젓는다.', '강정이 굳기 전에 타원형 모양으로 빚거나 밀대로 밀어 편다.', '밀어 편 강정을 마름모 모양으로 자른다.']",153.0,29.2,5.5,2.4,10
162,잣 호두 강정,"잣 3g, 호두 3g, 대추 3g, 통깨 5g [시럽] 물엿 3g, 설탕 2g","['잣은 고깔을 떼어낸 뒤 젖은 행주로 문질러 먼지를 닦는다.', '호두는 미지근한 물에 불려 껍질을 제거한다.', '대추는 얇게 돌려 깎아 곱게 다진다.', '물엿과 설탕을 냄비에 담고 물을 조금 넣은 뒤 약한불에서 투명한 시럽으로 만든다.', '잣, 호두, 통깨에 다진 대추와 시럽을 넣고 덩어리지게 섞는다.', '살짝 뜨거울 때 손으로 동그랗게 뭉쳐준다.']",94.0,7.9,2.1,6.8,1
163,현미 크레이프,"현미가루 10g, 밀가루 20g, 우유 30g, 참기름적당량, 소금적당량 [팥소]팥 15g, 설탕 10g [당근조림] 당근 20g, 설탕 10g, 물 5g","['팥을 깨끗하게 씻어 끓인 뒤 물을 따라 버리고 다시 물을 부어 팥이 무르게 삶는다.', '당근을 1cm 주사위 모양으로 자른다.', '1, 2에 각각 설탕을 넣고 졸인다.', '볼에 현미가루, 밀가루, 우유를 넣고 덩어리가 생기지 않도록 잘 갠 뒤 30분간 둔다.', '가열된 팬에 참기름을 두르고 약한 불에서 4를 한 국자 정도 떠서 둥글게 부친 뒤 식힌다.', '크레이프를 펴고 각각 팥소와 당근조림을 각각 얹은 후 둥글게 만다.']",259.0,56.2,7.0,0.7,42
164,감자 주먹밥,"감자 80g, 밥 80g, 당근다진것 20g, 시금치 20g, 잔멸치 5g, 삶은 달걀 노른자 5g, 검은깨 1g, 흰깨 2g[밥양념] 참기름 2g, 소금적당량, 흰 후춧가루 적당량","['감자를 깨끗하게 씻어 찜통에 찐 뒤 껍질을 벗기고 체에 내린다.', '기름 두른 팬에 다진 당근을 볶으면서 소금 간을 하고 시금치는 손질하여 데친 뒤 냉수에 헹궈 물기를 짜고 잘게 다진다.', '잔멸치는 팬에 살짝 볶아서 굵직하게 다진다.', '볼에 1, 2, 3, 4를 넣고 소금과 흰 후춧가루, 참기름을 넣고 섞는다.', '삶은 달걀노른자를 체에 내린다.', '4를 원형 또는 삼각형으로 만들어 달걀 노른자와 검은깨, 흰깨에 골고루 굴려 묻힌다.']",240.0,41.9,8.9,5.6,67
165,고기완두조림,"돼지고기살코기 40g, 완두콩 30g, 물 5g, 육수 10g, 설탕 7g, 소금적당량, 전분 5g, 식용유 3g","['돼지고기는 손질한 뒤 완두콩 크기로 썬다.', '완두콩을 믹서에 곱게 간다.', '기름을 두른 팬에 1을 넣고 달라붙지 않게 볶는다.', '2에 3과 설탕을 넣고 끓인다.', '4에 소금으로 간을 한다.', '물전분으로 소스의 농도를 맞춘다.']",183.0,18.9,11.4,7.0,45
166,니고랭,"달걀물 10g, 식용유 1g, 홍고추 3g, 마늘다진것 1g, 닭가슴살 12g, 새우 12g, 양파 12g, 청경채 20g, 스파게티면 40g, 방울토마토 15g, 버터 적당량[소야소스] 간장 3g, 발사믹식초 1g, 굴소스 2g, 꿀 3g","['팬에 기름을 두르고 홍고추와 마늘을 향이 날 때까지 볶는다.', '1에 달걀물을 넣고 달걀이 부드럽게 부풀어 오르도록 기다렸다가 반 정도 익었을 때 가볍게 젓는다.', '2에 닭고기, 새우, 양파를 넣고 볶는다.', '3에 준비된 스파게티면을 넣고 한 번 볶은 뒤 소야소스를 넣고 면에 간이 충분히 베이도록 볶는다.', '면이 볶아지면 청경채, 방울토마토를 넣고 살짝 볶는다.', '5에 차갑게 한 버터를 넣어 소스에 윤기와 농도가 나도록 한다.']",229.0,35.9,11.5,3.8,310
167,돼지갈비 볶음,"돼지갈비 60g, 굵은소금적당량, 마늘다진것 3g, 생강다진것 2g, 대파 10g, 토마토 25g[양념장] 간장 5g, 물 10g, 식초 2g, 설탕 3g, 통깨 적당량, 참기름 적당량","['돼지갈비는 4cm 길이로 준비하여 기름기를 제거하고 찬물에 담가 핏물을 뺀다.', '1에 굵은 소금을 넣고 주물러 갈비를 연하게 한 뒤 소금을 씻어낸다.', '돼지갈비에 칼집을 넣은 뒤 대파, 마늘, 생강을 넣고 끓인 물에 데쳐서 헹군다.', '냄비에 기름을 두르고 데쳐낸 갈비를 볶다가 양념장을 붓고 뚜껑을 덮어 서서히 익히면서 볶는다.', '갈비에 간이 베이면 센불에서 저어주면서 윤기 나게 볶는다.', '접시에 얇게 썬 토마토를 깔고 볶아낸 돼지갈비를 담은 뒤 통깨를 뿌린다.']",151.0,6.7,12.1,8.3,293
168,미니 그라탕,"사과 50g, 참마 25g, 레몬주스 10g, 건포도 5g, 슬라이스아몬드 5g, 설탕 6g[소스] 참마 25g, 두유 40g, 물엿 5g, 밀가루 3g, 올리브오일 1g, 소금 적당량","['껍질을 벗기지 않은 사과와 반을 잘라 껍질을 벗긴 참마를 0.7cm 주사위모양으로 썬다.', '사과에 레몬주스, 소금을 넣고 부드러워질 때 까지 익힌 뒤 참마를 넣고 살짝 끓인다.', '나머지 참마는 껍질을 벗긴 뒤 토막내 두유, 물엿, 밀가루, 올리브오일과 같이 믹서에 간다.', '3이 퓨레 상태가 되면 약 불에서 걸쭉하게 졸인다.', '2에 건포도를 섞은 뒤 틀에 담고 4를 펴서 얹고 그 위에 슬라이스 아몬드와 설탕을 뿌린다.', '200℃로 예열한 오븐에서 표면이 노릇해 질 때 까지 약 10분 간 굽는다.']",236.0,44.6,6.3,5.6,58
169,밀라노 스타일 포크 커틀렛,"돼지등심 60g, 밀가루 4g, 달걀 12g, 빵가루 4.5g, 바질 0.5g, 건타임 0.5g, 버터 0.5g, 식용유 1g, 레몬 5g, 파마산치즈 2g, 소금 적당량, 후추 적당량","['돼지고기(등심)을 고기망치로 두드려 1cm 정도 두께로 편다.', '돼지등심에 소금, 후추로 간을 한다.', '파마산치즈, 빵가루, 건바질, 타임을 섞어 허브 빵가루를 만든다.', '고기에 밀가루, 달걀물, 허브 빵가루 순으로 묻힌다.', '가열한 팬에 기름을 두르고 커틀렛을 익힌다.', '커틀렛이 익으면 기름을 빼고 그릇에 담는다.']",229.0,7.6,13.8,15.1,98
170,바지락 볶음면,"바지락살 20g, 칵테일새우 20g, 청고추 5g, 홍고추 5g, 대파 10g, 마늘다진것 3g, 생강다진것 2g, 칼국수면 80g, 식용유 적당량, 물전분 4g[간장소스]멸치육수 50g, 간장 5g, 설탕 5g, 양파즙 5g, 다진 파 5g, 다진 마늘 3g, 참기름 2g, 깨소금 1g, 소금 적당량, 후춧가루 적당량","['바지락살과 새우는 소금물에 흔들어 씻어 체에 받쳐 물기를 제거한다.', '대파, 청, 홍고추는 송송 썰고, 마늘, 생강은 다진다.', '끓는 물에 칼국수 면을 삶아 냉수에 헹군 뒤 참기름으로 버무린다.', '멸치 육수에 분량의 재료를 넣고 간장 소스를 만든다.', '팬에 식용유를 두르고 다진 마늘, 생강, 고추를 넣어 볶다가 센 불에서 바지락살과 새우, 청주를 넣어 볶은 뒤 간장소스를 넣고 끓인다.', '5가 반정도 졸면 칼국수 면을 넣어 볶으면서 물전분으로 농도를 맞춘 뒤 송송 썬 파와 참기름을 넣고 마무리한다.']",235.0,36.3,12.6,4.0,448
171,삼색 꽃 화전,"찹쌀가루 60g, 시금치 30g, 치자 5g, 식용꽃 5g, 타임 5g, 설탕 15g, 꿀 20g","['시금치는 데친 뒤 믹서에 곱게 갈고 치자는 따뜻한 물에 불린다.', '곱게 간 시금치에 데쳤던 물을 넣고 가열한 뒤 찹쌀가루 절반에 조금씩 부어 익반죽 한다.', '남은 절반의 찹쌀가루에 가열한 치자물을 조금씩 부어 익반죽 한다.', '30분 간 휴지시킨 뒤 팬에 기름을 두르고 적당한 크기로 빚은 화전을 지진다.', '한쪽 면을 익힐 때 위에 꽃을 올린 뒤 뒤집어 살짝만 지진다.', '꿀과 설탕, 물을 1:2:3 비율로 섞어 끓여 시럽을 만들어 화전 위에 끼얹고 타임으로 장식한다.']",160.6,22.36,2.11,6.97,1.31
172,알록달록연근튀김,"깐연근 22.18g, 비트 2.12g, 시금치 2.12g, 카레가루 1.52g, 건새우 0.3g, 전분 2.25g, 튀김가루 4.25g, 소금 0.05g, 식물성기름 500ml","['연근은 얇게 썰어 찬물에 담가 전분기를 제거한다.', '건새우는 곱게 갈아준다.', '시금치, 비트는 각각 믹서기에 갈아 즙을 준비한다.', '튀김가루에 새우가루와 물을 넣어 반죽을 한다.', '반죽에 시금치, 카레, 비트를 각각 넣어 3가지 색의 반죽을 만든다. ', '연근에 전분가루를 묻히고 튀김옷을 입혀 바삭하게 튀겨낸다.']",66.9,10.2,1.1,2.4,103.4
173,잎채소튀김,"깻잎 5g, 상추 6g, 배추 7g, 계란 10g, 튀김가루 10g, 콩기름 5g, 얼음","['볼에 튀김가루, 계란 물을 섞어 반죽을 만든 후 얼음을 넣어 차갑게 한다.', '깻잎, 상추, 배추는 깨끗하게 씻어 준비한다.', '재료를 먹기 좋은 크기로 썬다.', '냄비에 콩기름을 부은 후 적당한 온도가 될 때까지 가열한다.', '야채에 반죽을 입힌다.', '노릇하게 튀긴다.']",222.6,10.2,2.3,19.2,70.5
174,포항초사과샐러드,"포항초 20g, 사과 5g, 당근 2g, 양파 2g, 파프리카 1g, 레몬즙(또는 식초) 0.2g, 저염간장 0.4g, 설탕 0.2g","['포항초는 세척하고 3cm 크기로 자른다.', '당근은 얇게 채 썰어주고, 사과는 껍질 채로 채 썰어 설탕물에 담가 둔다. ', '양파와 파프리카는 작은 큐브 모양으로 썬다.', '저염간장, 레몬즙, 설탕, 양파, 파프리카를 넣어 오리엔탈 드레싱을 만든다.', '포항초에 당근과 사과를 넣어 섞어준다.', '샐러드에 오리엔탈 드레싱을 곁들여 제공한다.']",10.34,1.52,0.77,0.13,15.81
175,생선 파피요트,"양파(⅓개), 파프리카(⅓개), 레몬(1개), 방울토마토(4개), 손질된 흰살생선(½마리), 대하(2마리), 바지락(4개), 월계수잎(3장), 타임(4~5줄기), 소금(2g), 후춧가루(1g), 화이트와인(15g), 올리브유(10g)","['양파, 파프리카는 채 썰고, 레몬은 얇게 썰고, 방울토마토는 2등분한다.', '손질된 흰살생선에 밑간한다.', '종이 포일에 채 썬 양파를 깐 뒤 밑간한 생선 → 손질한 파프리카 → 레몬 → 방울토마토 순으로 올린다.', '대하, 바지락, 월계수잎, 타임을 올린 뒤 화이트와인과 올리브유를 뿌린다.', '종이 포일로 감싸고 200℃로 예열한 오븐에 15~25분간 굽는다.']",162.0,9.5,22.1,4.0,881.6
176,야채칩,"연근 20g, 고구마 20g, 감자 20g, 단호박 20g, 당근 20g, 소금적당량","['준비된 야채들을 깨끗이 씻는다.', '연근, 고구마, 감자, 단호박, 당근은 0.2cm 두께로 썬다.', '연근, 고구마, 감자는 물에 담궈 둔다.', '오븐 팬에 썰어 놓은 재료를 넣고 소량의 소금을 뿌린다.', '130~150℃로 예열한 오븐에 4를 굽는다.', '구워진 야채칩을 식혀 담는다.']",72.0,17.7,1.8,0.0,17
177,매생이조랭이떡국,"조랭이떡 140g, 매생이 15g, 굴 30g, 파 5g, 다진 마늘 2g, 국멸치 3g, 국간장 1g, 소금 0.2g, 물 300g","['냄비에 물 1컵 반과 국멸치를 넣고 끓여 멸치국물 1컵을 낸다. ', '매생이는 물로 서너 번 헹궈 고운체에 받쳐 물기를 제거한다. ', '굴에 소금을 넣고 으깨지지 않도록 살살 주무른 후 물로 서너 번 헹궈 체에 받친다. ', '파는 얇게 어슷썰고, 마늘은 다진다.', '멸치국물에 조랭이떡, 매생이, 굴을 넣고 끓인다.', ' 파와 다진 마늘을 넣고 한소끔 끓이고, 국간장과 소금으로 간하여 마무리한다.']",380.8,77.3,11.2,2.1,637.3
178,문어핫바,"문어 50g, 톳 5g, 감자 20g, 당근 5g, 양파 5g, 우리밀가루 20g, 다진 마늘 2g, 후춧가루 0.1g, 토마토케첩 5g, 허니머스터드소스 5g, 현미유 5g","['손질한 문어를 데친다.', '양파와 감자를 적당한 크기로 자르고 톳과 당근은 잘게 다진다.', '데친 문어와 양파, 감자를 믹서기에 넣고 간다.', '2와 3에 우리밀가루, 다진 마늘, 후춧가루를 넣고 반죽을 치대 직사각형 모양을 만든다.', '팬에 현미유를 두르고 4의 문어를 넣고 지진 후 꼬치에 끼운다. ', '토마토케첩과 허니머스터드소스를 곁들인다.']",191.5,22.3,11.0,6.7,324.6
179,매실장아찌와 과매기구이,"과메기 60g, 매실장아찌 15g, 양파 5g, 다진 생강 1g, 마늘 1g 고추장 10g, 양파 5g, 다진 마늘 3g, 다진 파 3g, 간장 2g, 매실액 2g, 고춧가루 1g, 물 15g, 통깨 0.1g, 후춧가루 0.1g","['과메기는 꼬리를 잘라낸다.', '다진 생강과 마늘즙을 내어 손질한 과메기 위에 뿌린다. ', '고추장, 다진 마늘, 다진 파, 매실액, 고춧가루, 후춧가루, 물을 섞어 양념장을 만든다.', '매실장아찌는 채썬다.', '팬에 과메기를 놓고 고추장양념을 발라가며 살짝 굽는다. ', '매실장아찌를 구운 과메기위에 올려 마무리한다.']",230.2,16.7,13.5,12.1,412.7
180,자색고구마호떡,"찹쌀 30g, 자색고구마 20g, 소금 0.2g, 현미유 3g, 물 17g 황설탕 7g, 검정깨 2g, 땅콩 2g, 호두 2g, 찹쌀가루 0.5g, 계피가루 0.2g,","['찹쌀을 3~5시간 불린 후 물기를 제거하고 믹서기에 간다.', '고구마는 껍질을 벗기고 작게 썰어 찜통에 넣고 찐 후 으깬다. ', '검정깨는 믹서기에 갈고, 호두와 땅콩은 굵게 다지고 황설탕과 찹쌀가루를 함께 섞어 호떡소를 만든다. ', '으깬 고구마에 찹쌀가루를 넣고 반죽을 한다. ', '4의 반죽을 동그랗게 빚어 3의 호떡소를 넣고 둥글납작하게 만든다. ', '팬에 현미유를 두르고 호떡을 눌러가며 앞뒤로 굽는다.']",229.2,38.4,3.7,6.5,71.9
181,김치밥그라탕,"밥 180, 배추김치(줄기부분) 30, 양파 20, 생 표고버섯 40, 방울토마토 200, 올리브유 12, 간장 4, 피자치즈(모짜렐라) 30, 다진 실파 5","['김치, 양파, 버섯은 다진다.', '방울토마토는 4등분한다. ', '팬에 올리브유를 두르고 김치, 양파, 버섯, 토마토를 볶는다.', '밥을 넣어 볶은 뒤 간장으로 간한다.', '3, 4를 그릇에 담고 피자치즈를 올려 전자렌지에 치즈가 녹을 정도로 익힌다.', '실파를 뿌려 마무리한다.']",515.1,69.3,14.5,18.9,679.8
182,누룽지굴죽,"굴 50, 누룽지 50, 다시마국물(건다시마 2, 물 450), 부추 10, 간장 3, 참기름 2, 파래김 0.5","['굴은 소금물에 흔들어 씻어 굵게 다진다. ', '부추는 씻어 송송 썬다.', '누룽지에 다시마국물을 넣고 2분간 불린 뒤 끓인다. ', '누룽지가 거의 퍼졌을 때 굴을 넣고 살짝 끓인다. ', '죽이 퍼지면 부추를 넣고 잠시 끓인다. ', '그릇에 담고 구운 파래김을 부스러뜨려 얹어낸다.']",239.3,47.9,8.4,2.9,337.6
183,콩비지완자탕,"완자: 콩비지 50, 다진 돼지고기(기름기 없는 부위) 25, 깍두기 5, 새우젓 2.5, 계란 5, 감자전분 10, 후추 0.02, 다진 파 4, 다진 마늘 2 국물: 멸치다시마국물(물 300, 건멸치 2.5, 건다시마 2), 청경채 20, 어슷 썬 대파 5, 다진 마늘 1, 국간장 5","['콩비지를 체에 받혀 물기를 제거한다.', '깍두기와 새우젓을 잘게 다진다. ', '1에 다진 돼지고기, 깍두기, 새우젓, 계란, 전분, 후추, 파, 마늘을 넣고 치댄다.', '치댄 반죽을 한입 크기로 동그랗게 완자를 빚는다.', '냄비에 멸치다시마 국물을 넣고 끓으면 완자를 넣어 거품을 걷어가며 끓인다.', '완자가 익어서 떠오르면 청경채, 대파, 마늘을 넣고 살짝 끓여 국간장으로 간하여 불에서 내린다.']",154.6,16.5,9.7,5.0,699
184,돼지갈비구이와 백김치와인조림,"주: 돼지등갈비 200(갈비살 70), 물 500, 된장 2, 대파 10, 생강 3, 올리브유 4, 후추 0.02, 소금 0.38 김치조림: 백김치 60, 적포도주 40, 맛술 15, 꿀 3","['냄비에 물을 넣고 된장을 풀어 대파, 생강을 넣고 끓인다.', '물이 끓으면 돼지갈비를 넣고 5분간 삶는다. ', '백김치는 5cm 길이로 자른다. ', '적포도주를 냄비에 넣고 불에 올려 알코올을 날려준 뒤 김치, 맛술, 꿀을 넣고 맛이 배도록 졸인다. ', '삶아 낸 등갈비에 소금을 뿌리고 올리브유를 발라 팬에 구워낸다. ', '구운 갈비에 백김치 와인조림을 곁들여 낸다.']",252.0,13.1,13.8,13.7,446.7
185,오징어오곡밥순대,"주: 오징어 30, 오곡밥 30, 데친 취나물 10, 간장 3, 다진 마늘 2.5, 후추 0.01, 참기름 1 소스: 데쳐서 다진 취나물 5, 청양고추 2, 간장 1.5, 참기름 1, 설탕 1, 다진 마늘 1, 된장 0.75","['오징어는 다리를 떼 내서 내장과 눈을 제거하고, 데친 취나물은 물기를 짜내고 다진다.', '오곡밥에 다진 취나물, 간장, 마늘, 후추, 참기름을 넣어 고루 섞는다.', '오징어 몸통에 양념한 밥을 넣어 이쑤시개로 끝을 고정시킨다.', '김이 오른 찜통에 오징어를 넣고 3분간 쪄낸다.', '소스 재료를 섞어 취나물된장소스를 만든다.', '쪄낸 오징어순대를 썰어 접시에 담고 소스를 곁들여 낸다.']",105.0,12.5,7.8,2.6,617.2
186,코다리 양념구이,"주: 코다리 50, 누룽지가루 7.5, 콩기름 4, 다진 홍고추 2, 다진 실파 2 양념장: 간장 3, 설탕 1.5, 맛술 1.25, 고운 고추가루 1, 간 양파 5, 다진 마늘 1","['코다리는 배를 갈라 길이로 2등분하여 뼈를 제거한다.', '손질한 코다리를 반으로 잘라 안쪽에 누룽지 가루를 묻힌다. ', '분량의 재료를 섞어 양념장을 만든다. ', '팬에 기름을 두르고 코다리를 굽는다. ', '코다리에 양념장을 발라 다시 한번 살짝 굽는다.  ', '다진 홍고추와 실파를 뿌려 마무리한다.']",133.0,10.0,12.1,5.1,258.1
187,대구버섯구이,"주: 대구살 60, 소금 0.3, 흰후추 0.02, 찹쌀가루 12, 새송이버섯 40, 마늘 2, 올리브유 6, 베이비채소 5 소스: 마요네즈 4, 와사비 갠 것1, 레몬즙 2, 후추 0.02","['대구살에 소금, 흰후추를 뿌려 밑간 한 뒤 찹쌀가루를 가볍게 묻힌다. (a)', '버섯과 마늘을 얇게 썬다. (b)', '팬에 기름을 두르고 마늘을 볶아 향을 낸 뒤 마늘은 따로 건져두고 버섯을 굽는다. (c)', '팬에 기름을 두르고 1을 앞뒤로 노릇하게 굽는다. (d)', '분량의 재료를 섞어 소스를 만든다.', '접시에 대구, 버섯, 마늘을 켜켜이 담아 소스를 뿌리고 베이비채소를 곁들여 낸다.']",197.9,14.9,13.3,9.5,237.6
188,잔멸치땅콩볶음,"땅콩 10, 잔멸치 10, 맛술 2.5, 올리브유 2, 건홍고추 1, 참기름 1, 콩기름 1, 다진 마늘 1, 굴소스 0.3, 두반장 1, 물엿 6, 통깨 0.5","['멸치를 마른팬에 넣고 볶는다.', '살짝 볶아낸 멸치에 올리브유와 맛술을 넣고 부드러워질 때까지 볶는다. ', '땅콩을 찬물에 20분 담갔다 체에 건져 물기를 뺀다. ', '건고추는 송송 썬다. ', '팬에 올리브유, 참기름, 콩기름을 섞어 두르고 다진 마늘을 넣어 향을 낸 후 땅콩과 고추를 넣어 볶는다. ', '볶은 멸치와 굴소스, 두반장, 물엿을 넣고 고루 섞은 다음 통깨를 뿌려낸다.']",145.6,7.8,7.4,9.8,352.7
189,밥 샌드위치,"맛살 50g, 마요네즈 3g, 오이 25g, 밥 120g, 치즈슬라이스 20g, 검은깨 2g, 소금 적당량","['맛살을 잘게 다져 마요네즈와 소금을 넣고 버무린다.', '오이는 다져서 소금을 뿌려 놓았다가 면보에 짜서 수분을 제거한 뒤 마요네즈에 버무린다.', '밥에 소금을 넣어 버무린다.', '네모난 플라스틱 통에 랩을 깐다.', '4에 밥, 치즈, 밥, 오이나 맛살, 밥 순서로 얹어 꼭꼭 누른다.', '랩을 통째로 꺼내 칼로 조심스럽게 썰어 검은깨로 장식한다.']",322.0,50.6,14.9,8.1,476
190,버섯을 넣은 가지 라자냐,"돼지고기다진것 12g, 느타리벗서 15g, 표고버섯 10g, 새송이버섯 15g, 가지 15g, 밀가루 6g, 버터 0.5g, 우유 25g, 파마산치즈 3g, 모짜렐라 치즈 7g, 토마토소스 20g, 바질 2g, 오레가노 0.5g, 빵가루 4g","['가지에 세로로 칼집을 넣어 소금을 뿌린다.', '표고버섯, 느타리버섯은 채 썰고 새송이버섯은 세로로 자른다.', '돼지고기를 곱게 다진 뒤 볶는다.', '팬에 버터를 넣어 녹으면 밀가루를 넣고 볶아서 루를 만든 뒤 우유를 넣어 화이트소스를 만든다.', '오븐용기에 화이트소스를 깔고 그 위에 가지를 올린 뒤 가지 사이에 버섯, 토마토소스, 화이트소스, 버섯을 넣는다.', '남은 화이트소스와 치즈, 빵가루 순으로 얹고 180℃로 예열된 오븐에서 윗면이 노릇한 색이 나도록 굽는다.']",136.0,14.8,8.1,5.1,243
191,쇠고기말이 쌈밥,"쇠고기살코기 40g, 당근 10g, 오이피클 10g, 양파 15g, 깻잎 10g, 밥 50g, 전분 6g, 식용유 적당량[밥밑간]깨소금 2g, 참기름 2g, 소금 적당량[쇠고기밑간] 간장 2g, 청주 2g, 참기름 1g, 후춧가루 적당량","['소고기는 살코기로 손바닥 크기로 얇게 저며 양념에 재운다.', '당근과 양파는 채 썰어 팬에 볶으면서 소금으로 간한다.', '오이피클은 물기를 제거하여 채 썰고 깻잎은 깨끗이 씻어 물기를 뺀다.', '밥을 고슬고슬하게 지어 밑간을 하고 준비한 당근과 양파, 오이피클을 넣고 잘 섞어 한 입 크기로 뭉쳐 놓는다.', '밑간한 소고기를 넓게 펴고 전분을 뿌린 뒤 깻잎을 깔고 준비한 밥을 올려 싼다.', '팬에 식용유를 두르고 말아놓은 쌈밥을 굴려가며 소고기가 익을 때 까지 익힌다.']",204.0,27.5,11.3,6.0,354
192,시금치 후무스,"[ 2인분 ] 대파(15cm), 시금치(1줌=60g), 불린 병아리콩(½컵), 우유(1컵), 올리브유(0.5Ts), 천일염(0.5Ts), 라임즙(0.3Ts), 백후춧가루(약간), 넛맥가루(약간)","['대파는 송송 썰고, 시금치는 깨끗하게 씻어 물기를 제거한다. ', '약한 불로 달군 팬에 올리브유를 두른 뒤 불린 병아리콩을 넣고 3분간 볶는다. ', '물(5컵)을 부어 중간 불로 삶고, 물이 졸아들면 우유를 넣은 뒤 양이 절반이 될 때까지 졸인다. ', '끓는 소금물(물5컵+천일염0.5Ts)에 시금치를 넣어 5분간 데치고, 찬물에 담가 헹군 뒤 물기를 꼭 짠다. ', '믹서에 병아리콩조림, 데친 시금치, 라임즙, 백후춧가루, 넛맥가루를 넣어 곱게 갈아 마무리한다.']",195.8,27.3,9.4,5.4,34.5
193,참치 쇠고기 양상추 쌈,"쇠고기 25g, 밥 60g, 상추 5g, 캔참치 5g[밑간] 후추약간, 달걀흰자 10g, 간장 3g, 설탕 2g, 전분 2g[참치양념] 마요네즈 3g, 양파다진것 3g, 샐러리다진것 2g, 소금적당량, 설탕 적당량, 후춧가루 적당량","['소고기는 소금, 후추로 밑간을 하고 실파는 송송 썬다.', '참치는 기름을 제거하고 양파, 셀러리, 마요네즈, 소금, 후추, 설탕을 넣고 양념한다.', '상추는 작게 다듬어 얼음물에 담근다.', '팬에 기름을 두르고 다진 마늘을 넣고 볶다가 밑간한 소고기를 넣고 볶는다.', '4에 기호에 맞게 참기름과 실파를 넣는다.', '물기를 제거한 상추에 밥 한 숟가락을 놓고 볶은 소고기, 참치, 마요네즈, 소스 순으로 얹는다.']",181.0,24.9,9.2,5.2,313
194,치킨 쇠고기 땅콩소스 꼬치,"닭가슴살 30g, 쇠고기 등심 30g, 간장 3g, 카레가루 2g, 땅콩버터 3g, 참기름 0.5g, 올리브오일 2g, 설탕 1.5g, 생강다진것 1g","['닭가슴살과 소고기안심을 먹기 좋은 크기로 자른다.', '간장, 카레가루, 땅콩버서, 참기름, 올리브오일, 설탕, 다진 생강을 섞어 소스를 만든다.', '꼬치에 1을 번갈아 끼운다.', '고기를 끼운 꼬치에 2의 소스를 바른다.', '오븐을 176℃로 예열한다.', '예열된 오븐에 소스를 바른 꼬치를 구워준다.']",148.0,8.3,14.4,6.2,536
195,커리향이 들어간 치킨샐러드 샌드위치,"닭가슴살 20g, 올리브오일 0.5g, 마요네즈 2g, 식빵 40g, 아몬드 3g, 건포도 2g, 카레가루 0.5g, 레몬주스 2g, 바질약간, 소금적당량, 후추적당량","['닭가슴살에 소금, 후추로 간을 한다.', '팬에 기름을 두르고 닭가슴살을 굽는다.', '구워 낸 닭가슴살을 다져서 볼에 담는다.', '올리브오일, 카레가루, 레몬주스, 건포도, 아몬드, 마요네즈를 3에 넣고 섞는다.', '식빵을 팬에 바삭하게 굽는다.', '식빵에 치킨 샐러드를 얹은 뒤 남은 식빵으로 덮고, 사방을 잘라낸다.']",194.0,23.3,8.8,7.4,77
196,클럽 샌드위치,"식빵 40g, 마요네즈 2g, 삶은달걀 15g, 양상추 8g, 닭가슴살 13g, 토마토 20g, 치즈슬라이스 4g, 슬라이스햄 4g, 베이컨 4g, 소금적당량, 후추적당량","['식빵은 앞뒤로 바삭하게 굽는다.', '양상추는 뜯어서 찬물에 담가 두고 토마토는 얇게 슬라이스 하고 달걀도 삶아 egg slicer로 자른다.', '닭가슴살에 소금, 후추로 간을 한 뒤 팬에서 익히고 햄과 베이컨도 살짝 굽는다.', '식빵 한 면에 마요네즈를 바른 뒤 양상추, 베이컨, 토마토를 얹고 다시 식빵 양면에 마요네즈를 바르고 토마토 위에 얹는다.', '그 위에 양상추, 치즈, 햄, 달걀, 닭고기를 올린 다음 나머지 빵 한 면에 마요네즈를 바른다.', '빵 칼로 샌드위치의 사방의 테두리를 잘라내고 대각선으로 먹기 좋게 썬다.']",1.0,1.0,1.0,1.0,1
