,레시피명,재료,방법,열량,탄수화물,단백질,지방,나트륨
295,초계샐러드,"닭가슴살 250g, 달걀 60g, 오이 25g, 피망 25g, 파프리카 25g, 시금치 50g소스 : 잣 20g, 식초 15g, 연겨자 15g, 설탕 15g, 참깨 15g, 흰후추 1g고명 : 대추 10g","['닭가슴살은 데친 후 가늘게 찢어준다.', '달걀은 황백지단을 부쳐서 다이아몬드 모양\n으로 잘라준다.', '오이, 피망, 파프리카도 마름모로 잘라준다.', '시금치는 살짝 데쳐서 수분을 짜서 한입\n크기로 잘라준다.', '소스 재료를 믹서에 갈아 소스를 만들어준다.', '대추는 돌려깎기 해서 잘라주고 준비된 모든\n재료를 섞어 샐러드를 만들고 대추채를 올려\n완성한다.']",116.8,5.0,14.2,4.5,63.9
296,토마토맑은장국,"?필수  : 방울토마토(100g), 시금치(30g), 알배추(25g), 팽이버섯(5g)?육수 : 닭육수(250g)?양념 : 일식된장(25g)","['방울토마토를 뜨거운 물에 넣어 껍질을 벗겨주면 더욱 부드럽게 섭취할 수 있다.', '시금치와 알배추는 한입 크기로 잘라준 뒤 뜨거운 물에 살짝 익혀준다.', '닭육수에 미소된장을 풀어 체에 걸러준다.', '체에 거른 된장국에 팽이버섯을 넣고 살짝 끓여준다.', '그릇에 토마토, 시금치, 알배추를 담는다.', '끓인 된장국을 붓고 완성한다.']",25.4,3.0,1.8,0.7,174.1
297,매생이찰범벅,"우유100g, 매생이 20g, 찹쌀 15g, 단호박 50g밤 30g, 녹차소금 1g, 멸치육수 150g","['찹쌀은 미리 불려준다.', '매생이는 물에 담가 짠기와 이물질을 빼준다.', '단호박은 작은 사각형으로 잘라 멸치육수에\n데쳐준다.', '밤은 곱게 다져주어 고명으로 사용한다.', '우유와 육수를 섞은 뒤 찹쌀을 끓여준다.', '죽이 어느 정도 완성되면 데쳐낸 호박과\n매생이를 넣어 범벅을 만들어준다.']",122.3,23.7,3.7,1.4,64.3
298,통삼겹맥적구이,"통삼겹 250g, 닭육수 400g구이소스 : 저염된장 15g, 꿀 30g, 청주 15g, 참기름 15g, 다진마늘 10g, 다진대파 5g, 통깨 10g샐러드 : 수삼 1개(20g), 알배추 35g, 당근 30g샐러드소스 : 식초 30g, 다진마늘 15g, 참기름 15g, 맛간장 15g","['구이소스 재료를 이용해 소스를 만든다.', '통삼겹은 닭육수에 삶아 냉수에 헹궈 물기를\n빼준다.', '통삼겹에 만들어진 소스를 발라 준 뒤 10분\n정도 숙성시켜준다.', '샐러드재료는 곱게 채 썰고 냉수에 담가\n각각의 맛을 중화시켜준다.', '샐러드소스를 만들어 샐러드를 버무려준다.', '양념에 재워진 통삼겹을 구워주고 샐러드를\n담아 완성한다.']",397.2,4.1,14.8,35.7,120.6
299,닭가슴살샌드스테이크,"닭가슴살 150g, 시금치 30g, 양파 60g, 콜리플라워 30g브로콜리 100g, 양송이 30g, 방울토마토 100g,닭육수 200g, 다진마늘 5g, 버터 15g, 흰후추 1g, 올리브오일 15g소스 : 버터 5g, 꿀 30g, 오렌지주스 200g, 레몬즙 15g, 흰후추 1g","['닭은 손질해 주고 흰 후추와 올리브오일로\n밑간을 해준다.', '시금치는 데친 후 수분을 제거해 먹기 좋게\n잘라주고, 양파는 송송 다져준다. 준비된\n채소를 마늘과 버터에 볶아주다 생크림을 넣어\n살짝 졸여준다.', '콜리플라워, 브로콜리는 뜨거운 물에 데친 후\n방울토마토와 함께 팬에 구워준다.', '버터에 꿀을 넣고 졸이다가 카라멜 효과를\n주고 오렌지주스와 레몬즙을 넣고 갈색소스를\n만든다.', '닭가슴살을 포를 떠준 후 졸여준 채소를\n채워준다.', '닭가슴살을 팬에 구워주고 접시에 구운 채소\n와 소스를 뿌려준다.']",187.9,4.8,22.6,8.7,54.1
300,치즈리조또,"단호박 50g, 우유 180mg, 유기농 아기치즈 27g멥쌀 60g, 생 표고버섯 15g, 참기름 5g, 볶은소금 1g","['쌀은 30분전에 불려준다.', '단호박은 찐 후 체에 내려준다.', '생 표고버섯은 뜨거운 물에 데친 후 아주\n가늘게 채를 썰어준다.', '반은 채 썰어서 참기름으로 간을 해 준다.', '팬에 표고를 먼저 볶아주다가 불린 쌀을\n넣어 볶고 볶은소금으로 간을 해준다.', '볶아주던 쌀에 우유를 넣어가면서 계속 볶아\n주고 단호박과 치즈를 넣어 완성한다.']",370.8,57.1,9.0,11.8,166.1
301,가지말이샐러드,"가지 250g, 감자 50g, 미니파프리카 30g, 양파 40g, 마늘튀김 15g소스 : 홀그레인머스터드 15g, 올리브오일 30g, 다진마늘 15g, 설탕 5g올리고당 15g, 레드와인 30g곁들이채소 : 어린채소 30g고명 : 파마산치즈","['가지는 길이로 포를 떠 준다. 이때 필러를\n이용하면 간편하게 할 수가 있다.', '감자는 채 썰어 냉수에 담가 전분기를 완전히\n빼준다.', '파프리카, 양파, 청고추는 감자와 같은 길이로\n채 썰어준다.', '소스를 만들어준다.', '가지를 기름 없이 구워준다.', '구운 가지를 펴 놓고 준비된 채소를 말아서\n가지말이를 만들고, 마늘튀김을 올려 소스랑\n완성한 뒤 파마산치즈를 다져서 먹기 직전에\n뿌려준다.']",89.0,9.1,2.9,4.6,58
302,유자등갈비구이,"등갈비(150g), 월계수잎(2g), 생강(10g), 통후추(3g)식용유(10g), 마늘(20g)m 적양배추(20g), 양파(20g)당근(20g)- 소스 : 유자청(30g), 사과(20g), 밤(10g), 생크림(10g)설탕(10g), 소금(0.2g), 식초(10g)","['등갈비는 찬물에 약 2시간 이상 담그어\n핏물을 빼고, 월계수잎과 생강, 통훗추를\n넣고 약 1시간 삶아 건져 놓는다.', '적양배추와 당근, 양파를 채를 썰어\n찬물에 담그어 놓는다.', '유자청에 밤을 다져넣고 사과즙,\n생크림, 설탕, 소금, 식초를 넣어\n골고루 섞어 소스를 만든다.', '물에 담그어 놓은 채소는 채에 올려\n물기를 빼 놓는다.', '팬에 기름을 두르고 다진마늘을 볶아\n마늘기름을 만들어 놓는다.', '마늘기름으로 삶아 놓은 등갈비를\n노릇노릇 하게 굽고, 접시에 담아\n물기를 빼 놓은 채소를 담고 유자소스를\n올려 완성한다.']",433.3,42.6,15.4,22.4,167.6
303,실곤약팟타야,"실곤약(120g), 소고기(50g), 숙주(50g)양파(20g), 청피망(10g), 홍고추(10g)- 소스 : 굴소스(20g), 다진 마늘(10g), 액젓(10g)","['뜨거운 물에 실곤약을 넣고, 약 20초\n정도 삶아 건진다.', '양파와 청 피망, 홍고추는 약 5cm\n길이로 채를 썰고, 홍고추 몇 개는\n어슷썰어 놓는다.', '굴소스에 다진 마늘과 액젓을 넣고\n섞는다.', '냄비에 소스(③)을 넣고 바글바글 끓여\n팟타야소스를 만들어 놓는다.', '소고기는 만들어 놓은 팟타야소스에\n볶는다.', '팬에 기름을 두르고, 채소를 먼저\n볶다가 실곤약을 넣고 살짝 볶은 후\n팟타야소스를 넣어 다시 볶다가 접시에\n담고, 숙주와 고기를 올려 완성한다.']",147.2,11.6,13.1,5.4,212.4
304,바비큐리조또,"통삼겹 200g조림장 : 맛간장 30g, 통후추 2g, 발사믹식초 30g, 흰후추 1g청국장리조뜨 : 밥 150g, 청국장가루 15g, 야채육수 200g, 감자 30g올리브오일 15g, 영양부추 20g곁들이채소 : 적양배추 30g, 사과 70g, 마늘 25g, 올리브오일 10g","['사과와 적양배추는 먹기 좋은 크기로 잘라준다.', '감자를 작은 깍두기 모양으로 자르고 영양부추는\n송송 잘라주어 청국장 리조또를 만들어준다.', '준비된 곁들이 채소를 올리브오일에 볶아준다.', '준비된 통삼겹은 물에 한번 80% 이상 데쳐준 후\n조림장 재료에 물 200g을 넣고 은근히 졸여서\n익혀준다.', '조림장에 졸여지는 통삼겹에 장이 한 큰술\n남을 정도까지 졸여준다.', '접시에 곁들이 채소와 청국장 리조또를 함께\n올려 셋팅한다.']",301.0,39.4,10.5,11.2,269.9
305,깐풍파스타,"밀가루(200g), 뽕잎가루(10g), 백년초가루(10g)호박가루(10g), 올리브오일(10g), 닭고기(200g), 생강(5g)정종(10g), 소금(0.5g), 후춧가루(0.02g), 녹말가루(50g)달걀(50g), 튀김기름(400g)- 소스 : 크림소스(30g), 설탕(10g), 파프리카(20g)청피망(20g), 깻잎(10g)","['밀가루는 세 군데로 나눠 각각 뽕잎\n가루와 호박가루, 백년초가루를\n넣고 올리브오일을 넣어 반죽을\n하고, 비닐봉투에 넣어 숙성시킨다.', '닭은 작게 토막을 내어 생강과 정종,\n소금, 후춧가루를 뿌려 숙성시킨다.', '파프리카와 피망은 속을 파내고 작은\n깍두기 모양으로 썰고, 깻잎은 잘게\n썰어둔다.', '숙성된 밀가루를 각각 꺼내 밀대로\n밀어, 파스타 굵기로 썰어 면을 데쳐\n접시에 담아 놓는다.', '숙성한 닭(②)은 녹말가루와 달걀을\n섞은 반죽을 입혀 170℃의 튀김기름에\n두 번 튀겨 기름을 제거한다.', '파스타면(④) 위에 튀긴 닭(⑤)을\n올리고 냄비에 크림소스를 끓이다가\n설탕을 넣고, 다시 끓으면 파프리카와\n피망, 깻잎(③)을 넣고, 한 번 더 끓인 후\n깐풍파스타에 올려 완성한다.']",686.1,69.8,28.3,32.7,206.4
306,닭강정,"닭고기(200g), 카레가루(20g), 녹말가루(10g),튀김기름(400g), 저염간장(20g), 레몬즙(10g), 설탕(10g)꿀(10g), 다진마늘(10g)- 소스 : 요거트(20g), 양파(20g), 당근(20g), 파프리카(20g)오이(20g), 케첩(10g)","['닭은 깨끗이 씻어 여러 번 토막을 낸다.', '토막 낸 닭을 카레가루와 녹말가루에\n버무려 놓는다.', '양파와 당근, 파프리카, 오이는 크기를\n작은 깍두기 모양으로 썰어 준비한다.', '팬에 식용유를 두르고 다진마늘를 살짝\n볶은 뒤 저염간장에 레몬즙과 설탕, 꿀,\n볶은 마늘을 넣어 섞는다.', '요거트에 썰어 놓은 양파와 당근,\n파프리카, 오이, 케첩을 넣어 섞어준다.', '튀김기름 온도가 170℃가 되면 버무려\n놓은 닭(②)을 넣고 두 번 튀겨, 기름을\n제거하고, ④번 소스에 살짝 버무려\n접시에 담아, 준비한 요거트소스(⑤)를\n올려 완성한다.']",573.1,22.4,29.1,40.8,377.9
307,소고기꼬치구이,"소고기(100g), 소금(0.5g), 후춧가루(0.02g), 인삼(20g)올리브오일(5g), 파프리카(20g), 파인애플(30g)표고버섯(20g), 대파(30g), 토마토(20g), 베이컨(30g)마늘(20g), 꼬치(3개)- 소스 : 유자청(50g), 저염간장(10g), 레몬(10g), 설탕(10g)","['소고기는 포를 두툼하게 떠서, 소금과\n후춧가루를 뿌려 숙성을 시킨다.', '인삼은 뇌두를 잘라 씻어 약 2cm\n두께로 썰고, 파인애플과 파프리카도\n두툼하게 썰고, 표고버섯과 대파,\n토마토를 썰어 준비하고, 베이컨도\n2cm 길이로 썰어 준비한다.', '팬에 기름 없이 파인애플과 파프리카를\n먼저 굽는다.', '잘라놓은 인삼은 올리브오일을 살짝\n넣고 굽는다.', '마늘은 썰어 굽고, 준비한 재료를\n꼬치에 차례로 꽂아 프라이팬 또는\n직화로 구워 담는다.', '유자청에 저염간장과 레몬, 설탕을\n넣고 골고루 섞어 구워 놓은 소고기\n꼬지에 올려 완성한다.']",412.3,24.3,33.2,20.3,284.3
308,황태볶음면,"황태(100g), 새우(20g), 오징어(30g), 굵은 소금(5g)양파(20g),마늘(10g), 대파(20g), 표고버섯(10g), 양배추(20g)라면(70g), 숙주(30g), 올리브오일(10g), 마요네즈(5g)설탕(10g)- 볶음간장 : 다시마(5g), 생강즙(5g), 저염간장(20g)","['다시마는 깨끗이 씻어 찬물에 넣고\n은근히 끓여 다시마 육수를 만들어\n생강즙과 저염간장을 넣어 약한 불에서\n졸여 볶음 간장을 만들어 놓는다.', '황태는 강판에 갈아 곱게 가루를 만들어\n놓는다.', '새우는 씻어놓고, 오징어는 소금을\n이용하여 껍질을 벗기고, 안쪽에 사선\n으로 칼집을 넣어 모양을 만들어 살짝\n데쳐 준비한다.', '양파와 마늘은 입자있게 다지고, 대파는\n5cm 길이로 썰어놓고, 표고버섯과\n양배추도 채를 썰고, 숙주는 다듬어\n놓는다.', '라면은 끓는 물에 데쳐 준비한다.', '팬에 올리브오일을 넣어 따근해지면,\n오징어와 새우를 넣어 볶다가, 다시\n숙주와 마요네즈, 설탕, ①번 소스와\n채소를 넣어 센 불에서 재빠르게 볶고,\n다시 면을 넣어 볶아 완성한다.']",601.6,67.4,16.8,29.4,473.5
309,토마토덮밥,"쌀(100g), 가지(50g), 새우(20g)- 소스 : 양파(20g), 마늘(10g), 올리브오일(10g)토마토소스(20g), 케첩(20g), 토마토(80g), 설탕(5g)- 곁들임채소 : 어린잎(5g)","['쌀은 물에 불려 밥을 짓고, 가지는 길게\n썰어 팬에 구워 놓는다.', '양파와 마늘은 잘게 다져 준비한다.', '토마토는 입자있게 다져 놓는다.', '새우는 정종을 넣어 데쳐 껍질을 벗겨\n준비한다.', '팬에 올리브 오일을 넣고 양파와 마늘을\n먼저 볶는다.', '볶아지는 양파와 마늘에 토마토소스와\n케첩을 넣어 볶다가 토마토와 설탕을\n넣어 볶다가 졸이고, 밥을 그릇에 담고,\n구운 가지와 새우를 올린 후 졸여 놓은\n토마토소스를 위에 올린 후 어린잎을\n살짝 올려 완성한다.']",379.3,71.1,15.6,3.6,181.2
310,표고크림파스타,"양송이(20g), 표고버섯(80g), 소금(0.5g), 후춧가루(0.02g)스파게티(100g), 올리브오일(10g)- 크림소스 : 밀가루(10g), 버터(10g), 우유(200g)생크림(20g)","['양송이는 껍질을 벗겨 형태 그대로\n썰고, 표고버섯은 기둥을 제거하고\n편으로 썰어놓는다.', '팬에 버터를 살짝 넣고 썰어놓은\n버섯을 소금을 살짝 뿌려 볶아 준비한다.', '냄비에 버터와 밀가루를 넣고, 은근히\n볶아 화이트루를 만든다.', '화이트 루에 우유를 조금씩 넣고 뭉치지\n않게 풀어 끓이다가 다시 생크림을 넣고\n한 소큼 끓여 놓는다.', '스파게티는 끓는 물에 약 10분 정도\n삶아 건져 올리브 오일에 볶아 접시에\n담는다.', '끓여 놓은 크림소스에 볶아진 버섯과\n후춧가루를 넣고 한 소큼 더 끓여\n스파게티를 담은 접시에 넣고 완성한다.']",332.5,54.6,10.8,7.8,107
311,떡갈비통치미국수,"동치미(400g), 배(30g), 식초(10g), 다진 소고기(30g)오이(20g), 당근(20g), 양파(10g), 후춧가루(0.2g), 정종(2g)설탕(10g), 저염간장(5g), 다진 마늘(10g), 다진 대파(10g)매실액(3g), 참기름(2g), 통깨(2g), 국수(100g), 식용유(5g)- 곁들임채소 : 오이(20g), 당근(20g), 양파(10g), 후춧가루(0.2g)정종(2g), 설탕(10g), 저염간장(5g)","['동치미에 배를 갈아 넣고, 설탕과\n식초를 넣어 양념을 한 후 냉장고에\n보관한다.', '양파는 채를 썰고, 오이와 당근은 편으로\n썰어 소금물에 살짝 절여 준비한다.', '다진 소고기는 다진 대파와 다진 마늘,\n매실액, 참기름, 통깨, 후춧가루, 정종,\n설탕, 간장을 넣어 양념을 한다.', '양념을 한 소고기를 잘 치대어 둥글게\n떡갈비를 만들어 냉장고에서 숙성을\n시킨다.', '숙성된 떡갈비를 팬에 기름을 살짝\n둘러 은근히 익혀, 냅킨에 올려 기름을\n빼놓는다.', '끓는 물에 국수를 삶아 찬물에 여러 번\n헹구어 건져 그릇에 담고, 그 위에\n떡갈비를 올리고, 차게 보관한 동치미\n국물을 부은 뒤 곁들임채소로 오이와\n당근, 양파를 얹어 완성한다.']",242.1,45.8,10.3,2.0,448.3
312,백김치닭살샐러드,"닭고기(80g), 월계수잎(1장), 통후추(2g), 정종(10g)백김치(100g), 토마토(30g), 파프리카(20g), 당근(20g)브로컬리(20g), 양상추(50g)- 소스 : 발사믹식초(20g), 설탕(20g), 올리브오일(20g)소금(0.1g)","['닭고기에 물을 자작하게 넣고\n월계수잎과 통후추, 정종을 넣고\n약 20분 정도 삶아 식혀 찢어놓는다.', '브로컬리는 끓는 물에 소금을 넣고,\n데쳐 작게 썰어놓고, 양상추는 물에\n담그어 놓았다가 먹기 좋게 손으로\n찢어 놓는다.', '파프리카는 속씨를 제거하고, 작은\n깍둑썰기를 하고, 당근은 5cm 길이로\n납작하게 썰어놓는다.', '브로컬리는 끓는 물에 소금을 넣고 데쳐\n작게 썰어놓고, 양상추는 물에 담그어\n놓았다가 먹기 좋게 손으로 찢어 놓는다.', '발사믹 식초에 설탕과 올리브 오일을\n넣고 골고루 섞어 소스를 만들어\n놓는다.', '찢어 놓은 닭고기살과 백김치를 넣고,\n준비한 채소를 넣어 먹기 직전에 소스를\n올려 완성한다.']",113.1,7.4,18.9,0.9,232.1
313,단호박크림파스타,"단호박(150g), 파스타(80g), 소금(0.2g)다진 마늘(10g), 버터(10g), 베이컨(20g), 양송이(20g)양파(20g), 육수(100g), 우유(50g), 생크림(20g)","['단호박은 잘라 씨를 제거하고 껍질을\n벗겨 김이 오른 찜통에서 약 20분 정도\n찐다.', '찐 단호박이 한 김 식으면, 채에 곱게\n내려 준비하고, 스파게티는 소금을\n넣고 삶아 건져놓는다.', '베이컨은 입자있게 썰고, 양송이버섯은\n껍질을 벗겨 다지고, 양파도 입자있게\n다진다.', '팬에 버터를 녹인 뒤 다진 마늘을 먼저\n넣고 은근히 볶아 향을 만든다.', '볶은 마늘(④)에 베이컨과 양송이,\n양파를 넣고 다시 볶는다.', '볶은 채소(⑤)에 육수를 붓고 끓이다가\n으깬 단호박(②), 생크림, 우유를 넣어\n한소끔 끓인 뒤 삶아놓은 스파게티면\n(②)을 넣고 다시 한 번 더 끓여 완성\n한다.']",236.6,40.9,8.8,4.2,205.1
314,견과편수,"흑임자(20g), 밀가루(200g), 우유(100g), 닭가슴살(100g)후춧가루(0.01g), 다진 마늘(10g), 부추(20g), 양파(20g)다진 대파(10g)- 육수 : 마(20g), 바나나(30g), 머스터드(10g), 캐슈넛(20g)잣(10g), 우유(100g)","['흑임자는 곱게 갈아 밀가루와 우유를\n넣고 반죽을 해서 비닐에 넣어 숙성\n시킨다.', '닭가슴살은 삶아 건져 후춧가루를\n살짝 넣고, 입자있게 다진다.', '입자있게 다진 닭가슴살을 마늘과 함께\n팬에서 볶아놓는다.', '마와 바나나는 강판에 갈고, 캐슈넛과\n잣은 입자있게 다진 뒤 냄비에 마,\n바나나, 캐슈넛, 잣, 머스터드를 넣어\n섞은 뒤, 우유를 넣고 살짝 끓여 편수\n육수를 만들어 놓는다.', '부추와 양파, 파는 입자있게 썰어, 볶아\n놓은 닭가슴살(③)에 섞어 편수 속을\n만들어 놓는다.', '숙성시킨 밀가루 반죽(①)은 얇게\n밀어 사각형으로 썰어 그 안에 속을\n채워 넣고, 찜통에 약 5분 정도 쪄\n접시에 담고, 그 위에 편수 육수를\n올려 완성한다.']",416.3,49.8,38.9,6.8,104.5
315,바지락실곤약파스타,"바지락(100g), 브로컬리(20g), 소금(2g), 마늘(10g)파프리카(20g), 청양고추(10g), 올리브오일(5g)실곤약(100g), 후춧가루(0.1g)- 곁들임채소 : 어린싹(10g)","['끓는 물에 바지락을 넣고, 바지락이\n입을 벌릴 때 까지 삶는다.', '삶아진 바지락을 채에 밭쳐 바지락\n국물을 만들어 놓는다.', '브로컬리는 끓는 물에 소금을 조금\n넣어 데쳐 찬물에 헹구어 잘라놓고,\n마늘은 편으로 썰고, 파프리카는 채를\n썰고, 청양고추는 어슷썰어 놓는다.', '팬에 올리브 오일을 조금 넣고 마늘과\n청양고추를 먼저 볶는다.', '볶아지는 팬에 바지락과 브로컬리를\n넣고 볶는다.', '볶아지는 팬에 바지락 국물을 넣어\n졸이다가 실곤약과 파프리카, 후춧\n가루를 넣고, 한 번 더 졸여 완성한다.']",53.5,8.9,3.3,0.5,165.8
316,황태리조또,"두부(100g), 소금(0.2g), 홍합(50g), 버터(5g), 황태(100g)육수(100g), 생크림(20g)달걀(10g), 참기름(5g), 통깨(5g)","['두부는 김이 오르는 찜통에 소금을\n넣고 약 5분 정도 쪄 놓는다.', '황태는 강판에 갈아 보프리를 만들어\n놓는다.', '홍합은 끓는 육수에 데쳐 육수는 따로\n걸러 놓고, 홍합은 살만 꺼내 따로 준비\n한다.', '냄비에 버터를 녹이고, 두부와 홍합을\n으깨어 볶는다.', '볶아지는 냄비에 만들어 놓은 육수와\n생크림을 넣고, 골고루 섞어 가면서\n볶는다.', '두부가 육수에 볶아지면, 마지막에\n황태보프라기를 넣고, 달걀과 참기름\n통깨를 넣어 살짝 익혀 완성한다.']",292.3,5.4,29.1,17.1,504.9
317,깻잎애호박찜,"애호박(1개), 깻잎(3장), 양파(30g), 피망(30g), 파프리카(50g),저염간장(50g), 매실액(20g)","['애호박은 길게 반으로 자른다.', '자른 애호박에 칼집을 넣는다.', '깻잎은 잘게 썰고, 양파는 곱게 다지고\n피망, 파프리카는 입자있게 썬다.', '저염간장에 다진 양파와 매실액을 넣고\n잘 섞어 양념장을 만든다.', '양념장에 피망, 파프리카, 깻잎을\n섞는다.', '?번을 칼집낸 호박 가운데 넣고 찜통\n에서 5분 정도 쪄 낸 뒤 그릇에 담아 저\n염간장소스를 한번 더 올린다.']",38.5,6.2,2.0,0.6,329.2
318,녹차와 대추밀전병,"소고기(등심, 120g), 오이(50g), 당근(30g), 양파(30g),표고버섯(1개), 대추(5알), 계피가루(10g), 밀가루(200g),녹차가루(30g), 달걀(1개), 잣(5알), 저염간장(30g)","['계피가루와 대추를 삶아 건지고, 삶은\n물은 따로 준비한다.', '밀가루에 대추와 계피 삶은 물을 넣고\n전병 반죽을 한다.', '팬에 기름을 살짝 두르고 전병반죽을\n작은 국자로 떠넣고 전병을 만든다.', '달걀은 황백으로 나눠 지단을 부쳐\n채를 썬다.', '오이, 당근, 양파 및 표고버섯은 채를\n썰어 소금에 살짝 절여 팬에 볶아 따로\n준비한다.', '소고기는 채를 썰어 저염간장으로 양념\n하고 팬에 볶은 후, 만들어 놓은 전병에\n볶은 야채와 소고기를 올려 돌돌 말아\n접시에 담고 그 위에 잣을 올리고\n녹차를 만든다.']",220.9,30.1,9.9,6.8,33.8
319,단호박 된장매쉬와 해물굴림만두,"소고기(우둔살, 50g), 새우(3마리), 흰살생선(100g),단호박(1/2개), 고구마(50g), 녹말(10g), 달걀(1개),된장(30g), 소금(0.1g)","['새우와 흰살생선, 우둔살은 쪄낸 후 한\n김 식힌다.', '쪄낸 새우와 흰살 생선, 우둔살을 곱게\n다진다.', '?번에 녹말과 달걀물을 넣고 소금을\n조금 넣고 골고루 섞어 숙성시킨다.', '고구마와 단호박은 찜통에 찐다.', '찐 고구마와 단호박을 곱게 갈아\n된장을 섞는다.', '숙성된 반죽으로 해물완자를 빚고,\n된장을 섞은 단호박, 고구마를\n끓이면서 해물 완자를 넣어준다']",96.7,10.2,11.3,1.2,414.6
320,닭고기라이스롤,"닭고기(100g), 우유(50g), 후춧가루(0.02g), 수수(20g)쌀(50g), 파프리카(20g), 당근(20g), 양파(20g)애호박(20g), 소금(0.5g), 식용유(5g)- 소스 : 토마토(20g), 다진 마늘(10g), 케첩(20g), 육수(100g)","['닭고기살은 넓게 펴서, 약 10분 정도\n우유에 담그어 놓는다.', '수수와 쌀은 깨끗이 씻어 찬물에 약 30분\n정도 불려 밥을 지어 놓는다.', '파프리카는 가운데 씨를 제거하고 채를\n썰고, 당근과 양파도 파프리카 길이로\n채를 썰고, 애호박은 껍질 부분만 돌려\n깎아 채를 썰어 준비한다.', '팬에 기름을 살짝 둘러 준비한 채소(③)에\n소금을 넣고 볶아 놓는다.', '우유에서 닭고기를 건져 후춧가루를\n살짝 뿌린 후 잡곡밥(②)과 볶아 놓은\n채소(④)를 넣어 돌돌 말아 준다.', '토마토는 입자있게 다져 다진 마늘과\n함께 볶다가 케첩과 육수를 넣고 끓인\n뒤 말아놓은 닭고기를 넣고 은근히\n졸이듯 익혀 완성한다.']",272.9,20.6,33.0,6.5,439.1
321,도라지 유자청생채,"도라지(120g), 풋고추(1개), 홍고추(1개), 양파(30g),라임주스(20g), 흑임자(20g), 유자청(30g), 소금(0.2g)","['통 도라지는 껍질을 벗긴다', '껍질을 벗긴 도라지는 잘라 소금에\n살짝 절여 쓴맛을 뺀다.', '청·홍고추와 양파는 채썬다.', '썰어 놓은 청. 홍고추와 양파는 차가운\n물에 담군 뒤 체에 밭쳐 물기를 뺀다.', '라임쥬스, 흑임자와 유자청을 골고루\n섞어 소스를 만들고 도라지와 야채를\n넣어 버물려 접시에 담는다', '홍고추는 반으로 잘라 장식한다.']",133.3,30.6,2.5,0.1,217.8
322,돼지고기 숙주덮밥,"?필수  : 가다랑어포(10g), 돼지고기(100g), 양파(30g), 표고버섯(1개), 팽이버섯(20g), 쪽파(10g), 달걀(1개), 쌀(90g), 숙주(50g)?밑간 : 소금(1g), 후춧가루(1g)?육수 :다시마(10g), 저염간장(5g), 물(150g)","['다시마 우린 물에 가다랑어포를 넣고 10분간 담갔다가 체에 거르고, 쌀로 밥을 짓는다.', '돼지고기는 소금과 후춧가루로 밑간을 한 뒤 굽는다.', '양파, 표고버섯, 팽이버섯은 채 썰고, 쪽파는 버섯 길이로 썬다.', '육수에 저염간장을 넣어 한소끔 끓이다가 양파와 버섯을 넣고 끓인다.', '다시 한 번 끓어오르면 쪽파와 달걀을 고루 풀어 넣고 젓지 말고 그대로 끓인다.', '그릇에 밥을 담고, 돼지고기와 숙주를 올린 뒤 뜨거운 육수를 부어 마무리한다.']",182.1,17.2,16.5,5.3,206.1
323,두부스테이크,"두부(200g), 양파(30g), 새송이버섯(1개), 달걀(1개), 케일(1장),당근(20g), 토마토(100g), 칵테일새우(30g), 레몬(1/4개),파인애플(50g), 마늘(10g), 올리브오일(20g), 소금(0.2g)","['새우, 양파, 당근, 새송이버섯은\n입자있게 다진다.', '두부는 곱게 으깬다.', '?번과 으깬 두부, 소금, 달걀을 골고루\n섞는다.', '파인애플을 넣어 곱게 갈아\n올리브오일을 섞어 소스를 만든다.', '으깬 두부를 원형으로 만든다.', '팬에 기름을 두르고 두부와 토마토를\n굽고, 접시에 케일을 깔고 그 위에\n두부와 토마토를 올린 뒤\n파인애플소스를 올린다.']",308.8,8.7,19.0,22.0,60.7
324,들깨곤약수제비,"곤약(150g), 표고버섯(1개), 새송이버섯(1개), 들깨가루(200g),사골육수(400g), 마늘(5g), 식초(0.3g)","['곤약은 얇게 썬다.', '끓는 물에 식초를 한두 방울 넣고, 썰어\n놓은 곤약을 데친다.', '표고는 불려서 채를 썬다.', '마늘을 다져서 냄비에 볶는다.', '냄비에 표고버섯과 새송이버섯을 넣고\n함께 볶는다.', '냄비에 들깨가루와 사골육수를 넣고\n끓인 뒤 데친 곤약을 넣은 뒤 한소끔 더\n끓인다.']",137.7,7.5,6.1,9.3,51.4
325,먹물소스를 곁들인 토마토피클,"마(50g), 우엉(50g), 토마토(200g), 배(1/2개), 새싹(10g),피클링스파이스(10g), 와인(20g), 먹물(10g), 설탕(50g),식초(30g), 소금(0.2g)","['물 한 컵에 설탕, 식초, 소금,\n피클링스파이스를 넣고 식촛물을\n만든다.', '배는 스쿱으로 동그랗게 판다.', '토마토는 1/6등분으로 썬다.', '마와 우엉은 슬라이스 한다.', '썰어 놓은 마와 우엉을 식촛물에\n담근다.', '와인에 먹물, 설탕을 넣고 섞어\n식촛물에 넣고 배, 토마토, 새싹을\n넣는다.']",140.9,33.2,1.6,0.2,73.2
